,SOURCE_ID,X,Y,Z,U,V,W,Group,BEST_HYP
0,1518787129781148288,-9.485641369512535,7.946172523376489,72.45483123644827,-23.003656545275064,-9.032844323700331,-8.582151392301384,192,NOT FOUND IN DB
1,3908953472436327424,0.8359490344267618,-17.756158001027938,63.46781825227055,-25.38549662329205,-6.279987804517723,-8.812889626054092,192,NOT FOUND IN DB
2,3900291897788903040,6.760498797665039,-24.4137136841344,62.36212599097693,-24.697460709289857,-6.1097798143720645,-8.670474225549729,192,NOT FOUND IN DB
3,3994633087828326656,-19.62933323889095,-11.209930229456818,65.19124451699084,-24.405290718732537,-7.820650359353786,-7.582411080564108,192,NOT FOUND IN DB
4,3798460353505152384,-7.441587831322726,-48.49710868317964,76.01360012170771,-25.133153553412583,-8.125285528248472,-7.10109473239904,192,NOT FOUND IN DB
5,1619252393429316096,-10.903392410201016,62.38093773847951,71.55033991620715,-23.06705152739104,-10.063216725051626,-10.871844039845133,192,GRX
6,1402346065261276672,12.175515951844448,57.19847928902111,72.10050549626895,-21.357479857215893,-9.784942567671225,-8.940523883721852,192,NOT FOUND IN DB
7,1593211972353300608,2.7800998555292464,45.07585055894101,69.14226190735452,-22.61874412106923,-9.369236333933246,-9.331139554447144,192,NOT FOUND IN DB
8,1524693397009790336,-2.8803616561493426,16.35350297087197,64.6393267717624,-24.388510471476657,-7.3769641513323965,-8.71675308904952,192,NOT FOUND IN DB
9,1628175858002308224,-4.705618057939946,85.08294374052397,77.26897812344023,-22.08593425648913,-10.564286496640282,-9.657828748293326,192,NOT FOUND IN DB
10,3545974103941249024,6.493113892445885,-86.55308670321105,69.79609450483423,-25.65248680696268,-7.964211318332059,-6.3728200037940965,192,NOT FOUND IN DB
11,3545474960022143232,9.01880389700589,-86.26341845145377,67.23089468993959,-25.88788828906037,-8.726361314963238,-6.321006889188764,192,NOT FOUND IN DB
12,3539789282314833280,5.948348518471128,-91.5454676560771,70.02845495221186,-25.81494660049058,-8.447226490503503,-6.227034241986299,192,NOT FOUND IN DB
13,5458124845841718272,3.659718734797399,-117.82565637226932,66.69793792875694,-26.462652151542983,-8.408283845601648,-6.278811469813272,192,NOT FOUND IN DB
