,Group,X,Y,Z,Z_MAD,U,U_MAD,V,V_MAD,W,W_MAD,Memberships,Number of stars
76,76,23.998939588500004,40.16528049408383,-0.0233914022080052,22.447195581275057,16.540165058997363,1.3353291985177176,-29.733471510033137,0.8783275268909039,-1.5719615057718392,1.232281585948373,{'NOT FOUND IN DB': 14},14
77,77,130.39539163714252,25.85078536595365,-57.81328130314019,6.673918290139401,-36.777100021825234,1.4593844623277286,-29.152321398705244,0.7274988914809483,-10.272850243784662,2.095244812500236,{'NOT FOUND IN DB': 10},10
78,78,119.3244715475094,-30.28536992314675,-31.31647094971262,71.15037880856063,-37.47146498047851,2.456734310232749,-31.21117314198925,2.6772335803888483,-14.125127249826852,3.7094422110378313,"{'FIELD': 1, 'NOT FOUND IN DB': 51, 'SIC2391': 1, 'VCG4S2': 1}",54
79,79,42.86105470174135,95.97127584551625,-75.95171237741552,29.490885639916645,27.5751808854735,1.475774009167418,-2.839737165111353,3.341437399376028,-18.710925944826936,1.7675847850683373,{'NOT FOUND IN DB': 17},17
80,80,83.33930829691073,-44.85821906150509,46.04558426655132,39.1930303074536,-17.36704667668991,1.054204054657765,7.643734713890254,2.354409055853263,-0.4834594536427613,3.191585719517304,"{'CHYA': 1, 'CRA': 1, 'FIELD': 1, 'NOT FOUND IN DB': 15}",18
81,81,35.21273390839104,-8.964581562586547,-26.59490701576934,28.60694443112744,39.01716883057835,2.332079205538064,-21.176688530789388,1.6765138966203057,-12.717059815008165,3.793691559280645,{'NOT FOUND IN DB': 26},26
82,82,-62.052599042943925,59.923517744424416,-63.61541279260673,15.627648188814227,31.273675439540263,1.4474502898402537,-18.93339461252018,1.7473419667226215,-4.106400301030865,1.7167392907284844,{'NOT FOUND IN DB': 10},10
83,83,-100.65097633081892,95.03492029191854,-36.084201460800045,11.035319253436263,26.996860053673696,2.688880082617356,-16.709262844484613,1.5790204078567385,-13.639340278716162,3.2113152707171904,{'NOT FOUND IN DB': 14},14
84,84,-81.2917864703297,0.8930158548665218,85.68444114452782,18.0709749688962,15.51900968475591,3.031163770808641,-23.15745000586587,0.96194435451814,-3.730648299515871,2.8385473794368496,{'NOT FOUND IN DB': 13},13
85,85,7.860836677180765,-116.61212634074631,97.886048390041,7.996297781943093,-15.088185750357631,1.7046701742720365,-6.356195373168307,2.1006824543047293,-19.51271715676025,0.33352789097122,{'NOT FOUND IN DB': 12},12
86,86,-38.94996844130223,-44.848132680165705,51.29555434078139,26.882948639529253,8.386415622513008,1.8029648048480456,-10.097185816335568,0.8035289017627542,3.9820290327528096,1.1576104664600433,{'NOT FOUND IN DB': 14},14
87,87,73.87631973563016,-49.2623751566798,-38.292535472502365,27.59408765710392,-2.0898772645011703,2.0804368968491493,-15.807299722574887,2.0362059557910595,7.489209226336068,3.099398518405292,{'NOT FOUND IN DB': 25},25
88,88,26.481170017829434,140.5606258291318,3.743753734678374,23.24498986315753,14.46113126747368,1.4308995618105804,3.951043138258029,1.5247161306071828,4.769078996527349,0.8562137708457483,{'NOT FOUND IN DB': 13},13
89,89,-116.8252891259324,35.5164298096071,64.8035377001305,20.500894526282963,6.831961312819326,0.7091549586841541,-13.842597181449708,1.2479484154850584,-1.9069625543550388,1.3764524293722926,{'NOT FOUND IN DB': 10},10
90,90,141.18734202631595,-68.8019596776328,59.11580183497127,39.08441899944733,-20.433136650851157,1.5456361836023935,-2.695585642294887,1.088470553254579,-16.00707384104146,0.8800765502642921,"{'CASTAU': 1, 'FIELD': 2, 'NOT FOUND IN DB': 12, 'OCT': 1}",16
91,91,28.678266993987464,18.26372219151211,-16.068491957330654,45.52719644974522,-1.6226322404273776,2.606684447361137,1.6796169210892036,3.538610324411123,-24.070921644146686,3.687204719058244,"{'FIELD': 2, 'NOT FOUND IN DB': 25}",27
92,92,-5.461530229985738,39.32675940260966,-25.59483781083817,26.469404939684143,4.802922006372352,1.6818529762479475,-27.3384995267529,2.1953051369796666,-18.165299191344552,2.018928705973308,"{'FIELD': 1, 'NOT FOUND IN DB': 21}",22
93,93,-21.92463238402422,-41.18212123886359,-40.76137784901439,22.579111518792956,-13.20065037626826,0.7234293980791722,8.57182034468102,1.5918494717425051,-20.047295447916948,0.7309423963702654,{'NOT FOUND IN DB': 10},10
94,94,8.83219996776219,22.47296979174772,93.58338549437144,35.644594320851255,-0.1280260144524967,1.9729318409208887,-14.49626276556093,1.2679045680518126,5.508410198203366,1.3661585473137472,{'NOT FOUND IN DB': 13},13
95,95,-98.1018455036432,-19.930191835986207,90.59388064716109,17.307809938545272,5.449425617905316,1.192216256121336,-18.89000195732216,3.080457133173842,-11.827399978930712,1.7683864360105856,{'NOT FOUND IN DB': 18},18
96,96,0.2310062512091012,-37.54467481165531,59.56918483949664,14.46376176974738,14.595697083627758,2.1137405559468783,-18.060997355203124,2.076754891200819,-9.243948895374272,3.5131951496519838,{'NOT FOUND IN DB': 18},18
