,SOURCE_ID,X,Y,Z,U,V,W,Group,BEST_HYP
0,1740330716959453568,19.21425695047092,34.5786124120111,-21.56135902890574,19.323894338852668,-24.16182232074277,-17.112782658651867,106,NOT FOUND IN DB
1,2692802799327033344,21.556676687092963,31.915826772098203,-23.522850978202754,17.93767348486562,-24.71243030802705,-14.155532841248764,106,NOT FOUND IN DB
2,6779493245513788032,42.143890538975214,5.74726757457628,-32.15382179561796,21.867343481358255,-22.770433010060252,-14.038645647253444,106,NOT FOUND IN DB
3,6582797732065768320,62.1772960518564,4.667165286928818,-66.57279291822321,20.11051617594554,-20.309558125370867,-15.807498930597369,106,NOT FOUND IN DB
4,6774668180471737728,68.45339023805388,3.8910498213950446,-56.80009517530981,21.777001249328546,-22.59607172994305,-13.766330390363382,106,NOT FOUND IN DB
5,6586951240319909120,45.12007856282133,5.514260854370973,-58.12796622258259,21.27884080330061,-22.74789288420517,-12.346091028947155,106,NOT FOUND IN DB
6,2432492699896083840,11.80203615897579,31.782725296911917,-80.3782362668953,22.17030780080456,-21.215408270942667,-12.125169742745449,106,NOT FOUND IN DB
7,2383280135689238144,29.40504675961409,18.85214288225656,-79.74083423858961,20.810578716587244,-22.42701188001915,-10.333738799429607,106,NOT FOUND IN DB
8,6841148295617361152,52.5347432196389,39.08900746617053,-62.91758825771567,20.704989259656017,-20.649972134876485,-11.681904713723998,106,NOT FOUND IN DB
9,6626368113699333248,29.28918763808304,15.912970052350335,-46.28785524763579,21.83801087157512,-23.77769767269045,-11.22826198175598,106,NOT FOUND IN DB
10,4707945551316063232,32.82756836597479,-41.85951840016545,-67.37523947055458,21.45984168410553,-24.058564460325343,-20.70826809655413,106,NOT FOUND IN DB
11,2714239668295831936,2.1307604986633915,39.13918490836589,-40.615352028343,19.532983119511464,-24.863195480067464,-13.370079127031577,106,NOT FOUND IN DB
12,4573634227390912384,48.99628747184616,54.35172874080338,44.95376816070581,21.10246642429823,-21.50101076234789,-17.98490078196464,106,NOT FOUND IN DB
13,4537826638372135552,36.03221774450285,53.61776259045711,14.963895697574465,20.397820393088548,-19.91964260055743,-16.601447351875105,106,NOT FOUND IN DB
14,6867696725428340736,58.76948546252555,26.68738140156623,-28.90362849491195,19.28310695846598,-22.346456659437575,-14.675781905668966,106,NOT FOUND IN DB
15,6867696725428341632,58.74080015491885,26.675088131398077,-28.88703729241934,20.26144466153995,-20.589291192832967,-13.183902324623942,106,NOT FOUND IN DB
16,6866320068149585536,50.58868898837695,20.50847753538231,-26.40479941734564,24.286612286338823,-21.972692586429613,-12.825325844498252,106,NOT FOUND IN DB
17,1763000413344449792,16.257730049486437,29.934321839354308,-10.140945892261009,21.76401638355898,-22.957303620300237,-12.920554103012885,106,NOT FOUND IN DB
18,1763000482062205056,16.403075057281235,30.199843431998712,-10.229818646042537,20.28521810602775,-24.232244246984283,-15.898053745187129,106,NOT FOUND IN DB
19,1209100608847430528,16.797835980164837,8.619154112489468,26.40786172706804,20.960571056190105,-21.35934146727517,-15.464704846270894,106,NOT FOUND IN DB
20,6048969714201330688,50.97394768473137,-7.4369091985104285,15.533066896201197,19.034820879029976,-17.628010826639102,-18.964709159669383,106,NOT FOUND IN DB
21,1197688915106249344,36.17735476569312,20.160998061726968,48.43764942276344,21.938493369661973,-19.35119833975033,-16.51902119884971,106,NOT FOUND IN DB
22,4386693439368034560,47.31583306209456,20.2510860383858,19.49276542113556,18.86782668818772,-20.506607476804845,-15.971852139799442,106,NOT FOUND IN DB
23,6766504237919742592,106.7846348842294,24.8734837158279,-37.0428541068982,23.2046811483481,-21.489640013194137,-13.857112858882696,106,NOT FOUND IN DB
24,6621607468868839424,51.87915264665121,23.49662122957912,-92.8440931920705,21.23369665388733,-23.38299113987688,-13.93687036972765,106,NOT FOUND IN DB
25,6391847433161434752,54.6222631581101,-45.35215708791347,-72.61761644693686,20.05469520766214,-19.447084274259392,-16.988150745624235,106,NOT FOUND IN DB
26,6530407343032835328,38.91025967756281,-25.03961652750853,-114.84091286766431,22.36281422537874,-22.052590294216685,-20.81261852148491,106,NOT FOUND IN DB
27,6393934787265969664,54.56808575045808,-42.66777313234155,-83.07275991595563,20.46261877815859,-22.23779961463946,-18.03998052738853,106,NOT FOUND IN DB
28,6901231486475595776,74.05389152093953,50.39106693001783,-49.05271173950625,23.33917695514145,-20.179888747911537,-11.303910043609978,106,NOT FOUND IN DB
29,6765317177677351552,96.76677904326296,20.86978210444897,-37.49476651372105,21.93408942825474,-19.725890385908315,-13.244100196188768,106,NOT FOUND IN DB
