,SOURCE_ID,X,Y,Z,U,V,W,Group,BEST_HYP
0,6730228424440331904,142.50090670277714,-4.44729340287037,-39.219473428650126,-4.244014654962588,-17.28678595028112,-8.714168649590068,234,THEIA211
1,6731772070046218752,144.19230339584809,-1.6789840586302236,-40.74885778484668,-3.943298999037306,-17.2801495231713,-9.07654396421118,234,SPL8
2,6730059374535019520,142.16599745361412,-5.780931588761004,-35.042910572633765,-5.905655667371473,-18.010746007529534,-7.167094369972211,234,GRSCO
3,6730481316426843392,141.2994697862613,-3.4573992902251125,-35.43295930222547,-5.599603039173969,-17.384106158882,-7.436822693377248,234,PLE
4,6730463548135072256,144.61339267283648,-3.718639727814958,-36.95043570941228,-4.7046882283850735,-17.65016453940727,-7.92878285865532,234,THEIA211
5,6730464170917216000,143.8162500226399,-3.70926635947197,-36.67432486296082,-6.129955993530145,-17.456528957330676,-7.284017336404068,234,PLE
6,6730623389635497600,145.70065734343072,-0.9795714893069888,-37.27785893222403,-3.737108080346703,-17.52754997861535,-7.997326340162493,234,THEIA211
7,6731896521018591616,143.8909220340579,-0.369099119340707,-41.45972981251613,-3.0292117842336315,-16.804807061070917,-9.398572593705364,234,THEIA211
8,6733422402643171840,134.1298086188195,-3.571063699565385,-29.48151495430833,-6.105829285231682,-17.511258063988706,-6.981173793427011,234,HYA
9,6731064950935554304,137.54770119893513,-0.4376451483613232,-41.83856901963188,-6.154890936519782,-17.26657346010697,-8.482215417563502,234,OH27
10,6728921242556174848,144.5795821091905,-8.29202036303138,-40.598387005716326,-4.366363912965727,-18.035311822232124,-8.453542842650084,234,PLE
11,6728036277460482176,141.1863603763464,-8.420324920142072,-27.740583669523037,-5.064084847727436,-17.50822553479607,-6.886989870343584,234,THEIA810
12,6730527938284896384,142.39464876263992,-2.2679519541937525,-37.92183325274947,-4.461176246310954,-17.581660436002075,-7.309307089889193,234,GRSCO
13,4037022383526596096,138.7292689700444,-14.741492660500256,-17.36760571224304,-5.058150326437113,-18.526166704274573,-6.2172373253390685,234,THEIA811
14,6731772070046218752,144.19230339584809,-1.6789840586302236,-40.74885778484668,-3.943298999037306,-17.2801495231713,-9.07654396421118,234,SPL8
15,6730463548135072256,144.61339267283648,-3.718639727814958,-36.95043570941228,-4.7046882283850735,-17.65016453940727,-7.92878285865532,234,THEIA211
16,6730623389635497600,145.70065734343072,-0.9795714893069888,-37.27785893222403,-3.737108080346703,-17.52754997861535,-7.997326340162493,234,THEIA211
17,6731896521018591616,143.8909220340579,-0.369099119340707,-41.45972981251613,-3.0292117842336315,-16.804807061070917,-9.398572593705364,234,THEIA211
18,6719183147242324480,145.5646595525193,-0.5831845361139004,-47.1299014482652,-3.63088694036768,-16.215526136362,-9.374004098839976,234,ROPH
19,6728921242556174848,144.5795821091905,-8.29202036303138,-40.598387005716326,-4.366363912965727,-18.035311822232124,-8.453542842650084,234,PLE
