,SOURCE_ID,X,Y,Z,U,V,W,Group,BEST_HYP
0,5408357337503730944,8.86477998550657,-92.43638084200953,10.269336069915571,-38.98630388874779,-18.754976336673373,-5.462987343102018,212,NOT FOUND IN DB
1,5899316457855331712,51.193147345142286,-43.85999022462619,11.17522861193408,-37.601863915822754,-17.419899476099417,-5.92439637131192,212,NOT FOUND IN DB
2,6227035660979820032,58.66784649948143,-20.400964462397067,32.39149376337402,-36.47566613770088,-17.107885498472307,-6.0697031041768605,212,NOT FOUND IN DB
3,6169960390335077760,54.64280935970783,-51.21239847869352,36.572530023212,-37.80134091368773,-17.9517325038784,-6.950431547807222,212,NOT FOUND IN DB
4,6116098820386886144,63.68390301598438,-52.2151659041391,29.865782951386603,-37.59696129415938,-16.45637394150802,-3.851030925458981,212,NOT FOUND IN DB
5,6136521149359453056,40.11716625285996,-53.68016375625564,23.53951750832553,-36.00311621736363,-16.78408461246926,-6.849627814703679,212,NOT FOUND IN DB
6,6071528123716120192,44.97800352060576,-80.77142662795029,7.7428910920186755,-42.13845687227855,-16.861197533351245,-4.626502190468003,212,NOT FOUND IN DB
7,5341374887317875328,40.9451941325848,-84.29994717654077,4.067840881351196,-38.6192747829269,-17.996128631522915,-6.109034599741436,212,NOT FOUND IN DB
8,5333969191127530368,32.87878239035683,-71.47837211003807,-2.0169059572335986,-37.94036160919335,-18.11142663424168,-6.752221462259658,212,NOT FOUND IN DB
9,6092645064834564864,74.11162458294655,-69.65801150532076,23.306860798263912,-38.54566509573005,-15.350598686121929,-5.429181692111176,212,NOT FOUND IN DB
10,6054366052901256320,52.62461853386231,-98.7610873728781,-1.077353821092543,-39.58318776441841,-16.273883005965843,-4.49946451783026,212,NOT FOUND IN DB
11,6063151661853567360,68.10046528312873,-91.91187544184544,10.103622321660396,-39.468229391215246,-17.497890518909525,-4.218125121835495,212,NOT FOUND IN DB
